CONSIGNEE_NAME,SHIPPER_NAME,TARIFF_CODE,GROSS_WEIGHT_KG,ITEM_VALUE_USD,PORT_OF_LOADING,ARRIVAL_DATE
YETI CUSTOM DOMESTIC LTD,Pou Chen Corp,8517.12,23628.36,1469861.19,Rotterdam,2025-04-20
Yeti Coolers LLC INC,Pou Chen Corp,8703.80,29658.18,817205.15,Ho Chi Minh,2026-01-24
Apple Inc. LTD,TSMC,8517.12,44285.11,885940.47,Shenzhen,2026-01-04
Apple Inc. ,TSMC,8703.80,10388.34,1584396.5,Los Angeles,2026-01-28
NIKE USA LTD,Shenzhen Plastics Co,8517.12,43641.2,1263364.7,Long Beach,2025-09-14
Samsung Electronics ,LG Chem,3923.10,21899.51,1005082.19,Shenzhen,2025-08-14
Samsung Electronics LTD,Shenzhen Plastics Co,8703.80,47120.88,1926990.89,Long Beach,2026-01-30
Tesla Motors ,Foxconn Technology,8703.80,3626.96,1192959.51,Rotterdam,2025-10-13
Apple Inc. CORP,TSMC,8517.12,15857.53,619853.59,Shanghai,2025-11-22
Apple Inc. ,Shenzhen Plastics Co,6404.11,46312.28,1141278.64,Long Beach,2025-10-14
YETI CUSTOM DOMESTIC INC,Pou Chen Corp,3923.10,23624.32,1524837.68,Shenzhen,2025-09-22
APPLE OPERATIONS INTL LTD,Shenzhen Plastics Co,6404.11,28955.11,893891.65,Long Beach,2025-04-06
YETI CUSTOM DOMESTIC LTD,Pou Chen Corp,8517.12,15417.59,523767.84,Shenzhen,2025-12-06
Tesla Motors LTD,LG Chem,8542.31,31680.44,705461.0,Ho Chi Minh,2025-04-07
Nike Inc. INC,Foxconn Technology,8703.80,5105.6,1636838.26,Shanghai,2026-02-20
YETI CUSTOM DOMESTIC INC,BYD Auto,8703.80,38045.33,1078229.84,Long Beach,2025-12-17
Apple Inc. LTD,Vietnam Manuf Group,3923.10,45819.95,1300242.97,Shenzhen,2025-04-06
Tesla Motors CORP,Vietnam Manuf Group,8517.12,7607.93,1320497.48,Ho Chi Minh,2025-10-12
Nike Inc. ,Shenzhen Plastics Co,8703.80,40977.82,1152189.94,Los Angeles,2025-11-25
YETI CUSTOM DOMESTIC INC,LG Chem,8517.12,44249.31,1711679.99,Rotterdam,2025-04-17
YETI CUSTOM DOMESTIC CORP,LG Chem,3923.10,13111.38,1095175.83,Shenzhen,2026-02-03
Tesla Motors INC,Foxconn Technology,3923.10,6356.86,1009877.71,Long Beach,2025-09-16
NIKE USA ,TSMC,3923.10,16840.13,1043804.7,Shenzhen,2025-08-29
APPLE OPERATIONS INTL ,LG Chem,8517.12,29221.57,21244.59,Shanghai,2025-04-02
Nike Inc. CORP,BYD Auto,3923.10,27062.4,590238.54,Shenzhen,2025-12-14
Samsung Electronics CORP,Shenzhen Plastics Co,8517.12,21857.8,620433.36,Ho Chi Minh,2025-09-06
NIKE USA ,Vietnam Manuf Group,8517.12,34819.13,834683.79,Long Beach,2025-08-17
Yeti Coolers LLC INC,TSMC,6404.11,33014.71,1076611.65,Shenzhen,2025-04-02
NIKE USA LTD,LG Chem,8542.31,22516.16,925264.96,Shanghai,2025-08-13
Apple Inc. INC,BYD Auto,8517.12,36643.05,128561.45,Shanghai,2025-09-08
Tesla Motors INC,Pou Chen Corp,8542.31,40434.19,1333921.98,Ho Chi Minh,2025-04-22
Nike Inc. CORP,BYD Auto,8542.31,44642.75,1934047.51,Long Beach,2026-01-01
YETI CUSTOM DOMESTIC INC,BYD Auto,8703.80,46325.53,1478837.44,Rotterdam,2026-02-08
APPLE OPERATIONS INTL CORP,LG Chem,8517.12,8492.61,1280188.24,Shenzhen,2026-03-09
YETI CUSTOM DOMESTIC ,Vietnam Manuf Group,6404.11,32375.88,403187.12,Shenzhen,2025-03-31
Samsung Electronics ,LG Chem,6404.11,11138.03,359742.91,Shenzhen,2026-02-11
NIKE USA LTD,Foxconn Technology,3923.10,9477.88,247763.39,Los Angeles,2025-12-10
Tesla Motors INC,TSMC,6404.11,19381.15,1773678.57,Ho Chi Minh,2025-07-31
YETI CUSTOM DOMESTIC LTD,LG Chem,8703.80,40111.13,1254687.8,Rotterdam,2025-06-08
APPLE OPERATIONS INTL INC,BYD Auto,8517.12,25666.35,1973718.46,Long Beach,2025-07-24
APPLE OPERATIONS INTL CORP,BYD Auto,8517.12,21181.08,588229.21,Shenzhen,2026-01-01
YETI CUSTOM DOMESTIC ,TSMC,8542.31,49267.8,1220499.38,Shanghai,2026-01-29
NIKE USA LTD,Pou Chen Corp,6404.11,22527.33,1081437.3,Shenzhen,2025-08-14
APPLE OPERATIONS INTL LTD,Foxconn Technology,6404.11,45098.42,549336.33,Shanghai,2026-01-08
YETI CUSTOM DOMESTIC CORP,BYD Auto,8517.12,4959.87,271301.66,Shenzhen,2025-04-02
Nike Inc. ,Foxconn Technology,3923.10,19729.52,1313027.32,Los Angeles,2025-07-20
Tesla Motors ,Vietnam Manuf Group,8703.80,7759.52,129186.15,Shanghai,2025-04-13
NIKE USA ,Shenzhen Plastics Co,8703.80,15028.24,685192.65,Los Angeles,2026-02-26
Tesla Motors INC,Shenzhen Plastics Co,8517.12,41585.57,1949855.74,Shenzhen,2025-07-13
Nike Inc. LTD,Shenzhen Plastics Co,8703.80,15349.93,1740784.75,Los Angeles,2026-02-21
APPLE OPERATIONS INTL ,BYD Auto,6404.11,38148.47,237744.22,Shanghai,2025-06-24
Apple Inc. INC,TSMC,8517.12,47887.13,1035670.8,Shenzhen,2026-02-28
YETI CUSTOM DOMESTIC ,TSMC,6404.11,47963.51,494542.28,Rotterdam,2025-12-01
YETI CUSTOM DOMESTIC LTD,Foxconn Technology,6404.11,45610.75,1617155.85,Ho Chi Minh,2025-12-12
Samsung Electronics INC,TSMC,6404.11,3386.08,1183099.19,Ho Chi Minh,2025-06-02
Tesla Motors INC,LG Chem,8542.31,7419.14,1520479.27,Shenzhen,2026-02-10
YETI CUSTOM DOMESTIC CORP,Shenzhen Plastics Co,6404.11,45037.78,1416518.5,Ho Chi Minh,2025-05-03
Tesla Motors LTD,Pou Chen Corp,6404.11,17491.37,524837.34,Shenzhen,2026-02-22
Tesla Motors CORP,Shenzhen Plastics Co,8517.12,43567.78,1012362.81,Rotterdam,2025-06-21
Nike Inc. CORP,Foxconn Technology,8703.80,40537.94,52183.2,Shenzhen,2025-08-01
Tesla Motors ,Vietnam Manuf Group,8517.12,9444.58,744655.57,Los Angeles,2025-11-29
Yeti Coolers LLC LTD,Vietnam Manuf Group,3923.10,41489.07,865463.43,Rotterdam,2025-12-26
Tesla Motors INC,Pou Chen Corp,8703.80,20931.83,1954703.63,Ho Chi Minh,2025-12-25
NIKE USA ,TSMC,6404.11,43897.65,1374216.34,Shanghai,2025-11-15
Apple Inc. LTD,Foxconn Technology,8542.31,35415.95,322585.18,Long Beach,2025-08-18
Tesla Motors ,Pou Chen Corp,8703.80,24494.14,1422180.87,Long Beach,2025-08-02
Samsung Electronics CORP,TSMC,3923.10,18885.4,1855317.63,Shanghai,2025-07-24
NIKE USA ,Pou Chen Corp,8703.80,18578.33,1900783.81,Long Beach,2025-10-04
Nike Inc. LTD,Shenzhen Plastics Co,3923.10,2882.44,832438.14,Ho Chi Minh,2026-01-12
APPLE OPERATIONS INTL INC,Shenzhen Plastics Co,8542.31,22694.82,113928.48,Shenzhen,2025-09-11
Samsung Electronics INC,TSMC,8542.31,42995.9,1317468.09,Los Angeles,2025-09-03
APPLE OPERATIONS INTL CORP,Foxconn Technology,6404.11,20767.51,1675090.48,Ho Chi Minh,2025-12-28
YETI CUSTOM DOMESTIC LTD,BYD Auto,6404.11,10180.69,1392606.09,Los Angeles,2025-04-20
Samsung Electronics LTD,LG Chem,3923.10,40130.65,455370.65,Ho Chi Minh,2025-08-08
NIKE USA ,BYD Auto,8517.12,27285.53,1407129.09,Ho Chi Minh,2026-02-08
Tesla Motors ,Vietnam Manuf Group,8517.12,29539.5,1455781.03,Los Angeles,2025-05-03
Yeti Coolers LLC ,LG Chem,8703.80,25627.45,1403449.6,Shenzhen,2025-10-27
Yeti Coolers LLC ,Shenzhen Plastics Co,8517.12,42187.21,880316.04,Rotterdam,2025-06-06
NIKE USA CORP,Shenzhen Plastics Co,8542.31,39499.02,162964.07,Long Beach,2025-05-14
NIKE USA INC,TSMC,8517.12,31758.94,1133990.2,Rotterdam,2026-01-30
Apple Inc. CORP,Shenzhen Plastics Co,3923.10,11309.38,1493669.24,Shenzhen,2025-12-01
APPLE OPERATIONS INTL ,Vietnam Manuf Group,8517.12,16251.9,1665442.77,Shanghai,2025-05-03
Nike Inc. LTD,Foxconn Technology,6404.11,1275.85,414972.57,Shanghai,2025-10-13
Nike Inc. ,Vietnam Manuf Group,8542.31,48225.77,1586115.32,Long Beach,2025-10-16
Nike Inc. CORP,Pou Chen Corp,8542.31,9469.97,920400.65,Rotterdam,2025-05-05
Apple Inc. INC,TSMC,6404.11,33654.1,1195752.86,Ho Chi Minh,2026-01-22
Samsung Electronics INC,TSMC,8703.80,40616.52,1087240.07,Long Beach,2025-11-20
YETI CUSTOM DOMESTIC LTD,TSMC,8703.80,2398.94,517411.55,Rotterdam,2025-07-08
NIKE USA INC,Pou Chen Corp,8542.31,35267.55,1574437.54,Long Beach,2025-10-12
Yeti Coolers LLC ,BYD Auto,3923.10,7956.85,1798359.62,Long Beach,2026-01-30
Samsung Electronics INC,TSMC,3923.10,6935.86,1320724.67,Long Beach,2025-09-14
Samsung Electronics INC,Foxconn Technology,8517.12,46872.08,1226929.7,Long Beach,2025-08-20
Yeti Coolers LLC CORP,Shenzhen Plastics Co,3923.10,1780.5,104005.36,Shenzhen,2025-06-24
YETI CUSTOM DOMESTIC ,Foxconn Technology,8517.12,46416.81,1897988.62,Los Angeles,2025-10-12
NIKE USA LTD,BYD Auto,8703.80,28777.61,1757091.63,Los Angeles,2026-02-14
Tesla Motors INC,BYD Auto,8542.31,1074.75,1713224.69,Shenzhen,2025-12-26
Samsung Electronics LTD,Pou Chen Corp,6404.11,32896.34,985901.21,Los Angeles,2025-07-26
Samsung Electronics CORP,Foxconn Technology,3923.10,19341.85,184073.79,Rotterdam,2025-04-15
Yeti Coolers LLC CORP,TSMC,6404.11,2744.8,960922.33,Rotterdam,2025-04-27
NIKE USA ,Vietnam Manuf Group,6404.11,20995.0,1090422.36,Rotterdam,2025-11-25
Samsung Electronics INC,LG Chem,3923.10,45234.37,1981553.72,Shenzhen,2026-02-23
Yeti Coolers LLC LTD,Pou Chen Corp,3923.10,1930.93,1244783.88,Shenzhen,2025-10-04
Tesla Motors INC,Foxconn Technology,6404.11,25193.5,515665.06,Long Beach,2025-04-08
Nike Inc. ,Vietnam Manuf Group,3923.10,16050.13,1093402.23,Shenzhen,2025-07-11
Tesla Motors ,Shenzhen Plastics Co,8517.12,20179.81,1880719.67,Long Beach,2025-04-17
Tesla Motors INC,Vietnam Manuf Group,3923.10,13564.76,1771536.11,Shanghai,2026-01-18
YETI CUSTOM DOMESTIC INC,Pou Chen Corp,8703.80,30009.93,1571746.42,Ho Chi Minh,2025-05-21
APPLE OPERATIONS INTL ,Shenzhen Plastics Co,8517.12,12045.19,437180.09,Shanghai,2025-10-26
Apple Inc. INC,Shenzhen Plastics Co,8703.80,46876.77,1777327.71,Ho Chi Minh,2025-11-05
Samsung Electronics INC,LG Chem,8542.31,31472.33,1657412.53,Rotterdam,2025-06-01
Samsung Electronics LTD,Foxconn Technology,8517.12,4928.25,825540.54,Shenzhen,2025-09-27
Samsung Electronics LTD,TSMC,3923.10,3616.67,192314.46,Los Angeles,2025-12-13
Apple Inc. LTD,TSMC,3923.10,32223.92,1507593.58,Rotterdam,2025-10-04
Yeti Coolers LLC LTD,Foxconn Technology,8517.12,16064.91,1264353.59,Los Angeles,2025-07-22
Yeti Coolers LLC ,BYD Auto,8517.12,32898.96,1710666.64,Los Angeles,2026-03-05
Samsung Electronics CORP,LG Chem,8542.31,30023.96,1397804.08,Shenzhen,2025-11-22
YETI CUSTOM DOMESTIC ,LG Chem,6404.11,38276.25,1878225.7,Ho Chi Minh,2025-11-24
Yeti Coolers LLC LTD,BYD Auto,8703.80,44606.57,707561.8,Rotterdam,2025-04-02
Tesla Motors CORP,BYD Auto,3923.10,43376.78,1975886.31,Los Angeles,2025-10-12
Samsung Electronics LTD,TSMC,6404.11,27663.56,884359.17,Rotterdam,2025-08-01
APPLE OPERATIONS INTL ,Foxconn Technology,8517.12,14127.34,242811.76,Shanghai,2025-11-07
Tesla Motors LTD,Shenzhen Plastics Co,8703.80,36935.63,1536634.38,Los Angeles,2026-03-04
Yeti Coolers LLC LTD,Vietnam Manuf Group,8517.12,5212.94,1064472.08,Rotterdam,2025-10-15
YETI CUSTOM DOMESTIC ,LG Chem,8517.12,13187.73,594325.69,Long Beach,2025-07-03
Nike Inc. INC,LG Chem,8542.31,3426.1,472781.68,Long Beach,2025-06-24
NIKE USA LTD,Shenzhen Plastics Co,8542.31,39555.29,1795782.06,Shenzhen,2025-10-09
Nike Inc. CORP,Vietnam Manuf Group,8542.31,19893.63,781673.84,Shanghai,2026-01-28
Tesla Motors LTD,BYD Auto,8542.31,42522.74,713434.5,Ho Chi Minh,2025-06-05
Samsung Electronics LTD,Shenzhen Plastics Co,6404.11,23746.87,53081.5,Ho Chi Minh,2025-07-26
Tesla Motors CORP,LG Chem,8703.80,38020.6,1553773.14,Los Angeles,2026-01-29
Nike Inc. LTD,Shenzhen Plastics Co,3923.10,37862.95,1605267.78,Long Beach,2025-05-24
Yeti Coolers LLC INC,Pou Chen Corp,8542.31,48515.03,471689.26,Long Beach,2026-01-04
APPLE OPERATIONS INTL ,Vietnam Manuf Group,8542.31,14765.63,518417.49,Shenzhen,2025-06-17
NIKE USA ,Pou Chen Corp,6404.11,18562.43,1267022.32,Los Angeles,2026-01-27
Samsung Electronics CORP,Vietnam Manuf Group,6404.11,26239.57,1559248.3,Shanghai,2026-02-13
Nike Inc. INC,Vietnam Manuf Group,8517.12,47597.48,1216722.92,Rotterdam,2026-02-19
Tesla Motors INC,BYD Auto,8517.12,37786.94,1733619.85,Los Angeles,2025-09-03
Nike Inc. LTD,LG Chem,8517.12,43403.27,657102.05,Rotterdam,2025-05-03
Tesla Motors LTD,LG Chem,8703.80,20906.19,661640.37,Shenzhen,2025-05-04
YETI CUSTOM DOMESTIC INC,Vietnam Manuf Group,8517.12,30650.05,711305.31,Ho Chi Minh,2025-03-27
Apple Inc. ,TSMC,8517.12,29816.9,831637.65,Shenzhen,2025-08-21
Yeti Coolers LLC ,Vietnam Manuf Group,3923.10,23094.12,253055.37,Rotterdam,2025-08-26
Tesla Motors ,LG Chem,3923.10,9252.09,341337.83,Shenzhen,2025-05-05
APPLE OPERATIONS INTL LTD,Pou Chen Corp,8542.31,39176.79,1036005.24,Rotterdam,2026-02-11
Samsung Electronics INC,Foxconn Technology,8703.80,38419.47,363965.61,Rotterdam,2026-01-15
Yeti Coolers LLC LTD,Foxconn Technology,8542.31,9752.91,27488.14,Shanghai,2025-04-30
NIKE USA INC,Pou Chen Corp,8703.80,48631.79,1713442.36,Los Angeles,2025-06-13
NIKE USA ,LG Chem,6404.11,40117.81,1602967.27,Rotterdam,2025-05-10
NIKE USA INC,Vietnam Manuf Group,8542.31,19544.97,568120.53,Los Angeles,2025-05-05
Nike Inc. ,Shenzhen Plastics Co,8542.31,5200.49,330122.86,Rotterdam,2025-06-20
YETI CUSTOM DOMESTIC CORP,LG Chem,8542.31,2887.71,1070634.87,Los Angeles,2025-11-22
Samsung Electronics INC,Vietnam Manuf Group,8703.80,44096.63,220358.58,Shenzhen,2025-07-16
YETI CUSTOM DOMESTIC LTD,Foxconn Technology,8542.31,48705.3,1254551.87,Ho Chi Minh,2025-12-09
Tesla Motors CORP,BYD Auto,3923.10,20756.62,1544009.48,Ho Chi Minh,2026-01-17
YETI CUSTOM DOMESTIC INC,Shenzhen Plastics Co,6404.11,43440.98,406930.42,Shenzhen,2026-01-18
NIKE USA ,Foxconn Technology,8517.12,48228.2,1641846.42,Long Beach,2025-10-04
APPLE OPERATIONS INTL INC,LG Chem,3923.10,10692.95,1802902.33,Rotterdam,2025-10-11
Apple Inc. CORP,Shenzhen Plastics Co,8542.31,15666.59,262031.57,Los Angeles,2025-08-03
Apple Inc. INC,LG Chem,8517.12,48704.26,1462982.06,Los Angeles,2026-02-24
APPLE OPERATIONS INTL INC,Pou Chen Corp,8517.12,40582.54,1442184.94,Ho Chi Minh,2025-05-26
Tesla Motors LTD,BYD Auto,8703.80,8456.31,300459.99,Long Beach,2025-04-17
Yeti Coolers LLC ,Vietnam Manuf Group,8517.12,31709.03,1082567.0,Ho Chi Minh,2025-10-18
Samsung Electronics LTD,Vietnam Manuf Group,3923.10,49770.32,1411853.97,Los Angeles,2025-08-07
Tesla Motors LTD,Vietnam Manuf Group,3923.10,24700.84,1158564.55,Long Beach,2026-02-28
YETI CUSTOM DOMESTIC CORP,Pou Chen Corp,8703.80,4950.19,380663.04,Rotterdam,2025-07-08
NIKE USA CORP,TSMC,3923.10,45107.81,1734139.24,Shanghai,2025-12-19
Nike Inc. ,Pou Chen Corp,8542.31,44716.49,1772610.1,Ho Chi Minh,2025-12-15
NIKE USA INC,LG Chem,8542.31,32202.14,274138.79,Long Beach,2025-07-15
Apple Inc. ,Pou Chen Corp,8542.31,24722.69,1073026.66,Ho Chi Minh,2025-07-06
Nike Inc. CORP,LG Chem,3923.10,47163.92,1762064.23,Shanghai,2026-03-03
APPLE OPERATIONS INTL LTD,BYD Auto,6404.11,13064.51,1921065.9,Shenzhen,2025-11-10
YETI CUSTOM DOMESTIC ,Shenzhen Plastics Co,8517.12,46348.19,849157.11,Rotterdam,2026-02-03
Nike Inc. ,Pou Chen Corp,6404.11,7473.38,1421867.69,Ho Chi Minh,2025-06-09
NIKE USA ,Pou Chen Corp,8703.80,28480.4,815934.77,Long Beach,2025-07-08
Nike Inc. LTD,Vietnam Manuf Group,8542.31,42038.47,1533749.55,Los Angeles,2025-07-10
Samsung Electronics INC,TSMC,6404.11,22079.89,369737.15,Long Beach,2025-12-31
Tesla Motors LTD,BYD Auto,8517.12,4202.73,594988.0,Long Beach,2025-04-11
Samsung Electronics LTD,TSMC,8542.31,35874.59,1999676.11,Shenzhen,2025-04-11
Tesla Motors INC,Pou Chen Corp,8517.12,20704.06,1805419.52,Shanghai,2025-10-09
APPLE OPERATIONS INTL CORP,Shenzhen Plastics Co,6404.11,36559.99,1443397.84,Los Angeles,2025-09-01
APPLE OPERATIONS INTL INC,Shenzhen Plastics Co,6404.11,21220.55,626890.3,Los Angeles,2025-06-25
NIKE USA INC,Pou Chen Corp,8542.31,8773.28,596687.74,Shenzhen,2025-06-17
APPLE OPERATIONS INTL CORP,Shenzhen Plastics Co,3923.10,17011.14,1747073.59,Rotterdam,2025-09-04
YETI CUSTOM DOMESTIC LTD,Vietnam Manuf Group,3923.10,17392.12,727834.67,Shenzhen,2025-05-07
Apple Inc. ,Foxconn Technology,8517.12,9578.81,432093.57,Ho Chi Minh,2026-03-08
YETI CUSTOM DOMESTIC INC,LG Chem,8703.80,3465.48,1892304.43,Ho Chi Minh,2025-10-01
Apple Inc. INC,BYD Auto,3923.10,10268.84,625314.09,Ho Chi Minh,2025-11-21
Apple Inc. INC,TSMC,8542.31,16568.23,350684.75,Shenzhen,2025-07-29
YETI CUSTOM DOMESTIC INC,Foxconn Technology,6404.11,29490.78,373359.64,Los Angeles,2026-02-02
Tesla Motors ,Foxconn Technology,8542.31,35800.38,761940.06,Los Angeles,2025-04-16
Nike Inc. ,Foxconn Technology,8703.80,41115.96,296113.38,Shenzhen,2025-04-18
Yeti Coolers LLC INC,Foxconn Technology,8703.80,3125.37,1336847.86,Los Angeles,2025-12-31
Nike Inc. INC,Vietnam Manuf Group,3923.10,18387.6,1116068.47,Ho Chi Minh,2026-03-06
Nike Inc. ,Pou Chen Corp,3923.10,6550.74,1228160.81,Shanghai,2026-01-24
NIKE USA CORP,LG Chem,6404.11,48187.95,1811430.33,Ho Chi Minh,2025-12-17
NIKE USA CORP,Vietnam Manuf Group,8542.31,7011.51,533925.68,Los Angeles,2025-03-18
NIKE USA CORP,LG Chem,8517.12,10737.41,1311930.68,Shenzhen,2026-02-25
APPLE OPERATIONS INTL ,Foxconn Technology,3923.10,21570.38,878319.42,Los Angeles,2025-05-12
Apple Inc. LTD,BYD Auto,8542.31,42792.17,882715.12,Rotterdam,2025-04-26
Tesla Motors LTD,Pou Chen Corp,3923.10,20463.96,1468366.82,Rotterdam,2025-05-29
Yeti Coolers LLC INC,Shenzhen Plastics Co,8703.80,47122.68,342546.71,Shanghai,2025-11-04
Apple Inc. CORP,BYD Auto,3923.10,4646.34,1507350.61,Los Angeles,2025-06-30
YETI CUSTOM DOMESTIC LTD,Shenzhen Plastics Co,3923.10,34970.8,1437544.53,Shenzhen,2025-10-27
Tesla Motors CORP,Foxconn Technology,3923.10,27598.86,646472.0,Long Beach,2026-02-17
NIKE USA INC,Shenzhen Plastics Co,8517.12,41988.34,822304.73,Rotterdam,2025-07-22
Samsung Electronics ,Shenzhen Plastics Co,8542.31,36624.0,1193754.22,Ho Chi Minh,2025-11-06
Yeti Coolers LLC CORP,BYD Auto,8542.31,36363.83,1727138.83,Long Beach,2025-08-01
Nike Inc. INC,TSMC,3923.10,36062.41,201306.02,Shanghai,2025-04-23
Apple Inc. LTD,BYD Auto,8542.31,37283.84,823349.53,Ho Chi Minh,2025-04-05
Samsung Electronics ,BYD Auto,3923.10,33308.68,1343340.11,Shenzhen,2025-06-04
Yeti Coolers LLC INC,TSMC,6404.11,37568.05,1171125.32,Ho Chi Minh,2026-03-13
Nike Inc. INC,Vietnam Manuf Group,8517.12,45071.49,476701.74,Ho Chi Minh,2026-02-14
Apple Inc. INC,Vietnam Manuf Group,8542.31,37062.3,1097029.42,Shanghai,2026-03-05
YETI CUSTOM DOMESTIC ,Pou Chen Corp,8517.12,43009.48,953659.62,Shanghai,2025-09-21
Nike Inc. CORP,Shenzhen Plastics Co,6404.11,32524.08,706621.75,Rotterdam,2025-12-11
Yeti Coolers LLC INC,LG Chem,3923.10,18376.0,1008096.79,Shanghai,2025-08-02
Apple Inc. LTD,Foxconn Technology,8542.31,12491.4,1811363.24,Rotterdam,2025-10-29
Apple Inc. INC,Foxconn Technology,8542.31,31003.2,199219.23,Ho Chi Minh,2025-07-31
APPLE OPERATIONS INTL INC,LG Chem,8703.80,32668.89,1287691.16,Shanghai,2026-03-08
APPLE OPERATIONS INTL CORP,Shenzhen Plastics Co,8517.12,17828.2,553346.14,Rotterdam,2025-12-10
NIKE USA CORP,Vietnam Manuf Group,6404.11,38219.9,1050440.6,Shanghai,2025-12-17
YETI CUSTOM DOMESTIC CORP,LG Chem,8517.12,35667.52,313699.16,Los Angeles,2025-05-04
Samsung Electronics CORP,LG Chem,6404.11,37076.6,1995972.87,Ho Chi Minh,2025-07-11
Apple Inc. INC,Vietnam Manuf Group,8542.31,17362.13,773037.16,Shenzhen,2025-10-26
Samsung Electronics ,Vietnam Manuf Group,3923.10,21254.98,167692.33,Rotterdam,2025-04-23
Samsung Electronics LTD,Vietnam Manuf Group,8703.80,47030.67,832659.85,Shanghai,2025-06-03
Nike Inc. INC,BYD Auto,8517.12,34380.7,698822.45,Shanghai,2025-04-15
Tesla Motors INC,Shenzhen Plastics Co,6404.11,49984.34,499248.18,Ho Chi Minh,2025-08-12
Yeti Coolers LLC INC,Vietnam Manuf Group,8703.80,19057.39,1387856.6,Shenzhen,2025-12-30
NIKE USA CORP,TSMC,8542.31,18955.6,253510.18,Long Beach,2025-11-28
Yeti Coolers LLC LTD,TSMC,3923.10,26411.9,1226284.72,Ho Chi Minh,2025-10-12
Yeti Coolers LLC INC,Vietnam Manuf Group,8517.12,3854.74,1078879.78,Ho Chi Minh,2025-06-15
NIKE USA INC,Foxconn Technology,8703.80,21662.31,1554244.4,Ho Chi Minh,2025-12-24
Apple Inc. INC,Shenzhen Plastics Co,6404.11,37996.21,1571308.91,Long Beach,2026-01-21
Apple Inc. ,TSMC,8542.31,35611.01,1595208.92,Shanghai,2025-12-12
Apple Inc. LTD,LG Chem,8542.31,36774.42,1271299.47,Shanghai,2025-05-30
APPLE OPERATIONS INTL LTD,LG Chem,6404.11,40759.35,395872.9,Shenzhen,2026-02-08
Apple Inc. CORP,Vietnam Manuf Group,3923.10,41019.67,1356951.98,Los Angeles,2026-01-09
Yeti Coolers LLC LTD,Shenzhen Plastics Co,8542.31,33904.15,1723714.35,Shanghai,2025-12-19
Samsung Electronics CORP,Shenzhen Plastics Co,3923.10,47080.68,581867.43,Shanghai,2026-02-11
Apple Inc. CORP,Shenzhen Plastics Co,8517.12,46992.89,1422422.75,Shanghai,2025-10-04
Nike Inc. ,Foxconn Technology,8517.12,9759.83,1048495.38,Long Beach,2025-04-05
NIKE USA ,Foxconn Technology,3923.10,9359.98,173781.26,Shanghai,2025-04-04
YETI CUSTOM DOMESTIC INC,BYD Auto,8542.31,13317.28,769644.48,Shanghai,2025-04-20
APPLE OPERATIONS INTL LTD,Pou Chen Corp,6404.11,10271.84,1523858.75,Los Angeles,2026-03-09
Nike Inc. LTD,LG Chem,8542.31,22178.08,1674449.36,Rotterdam,2025-12-10
Nike Inc. LTD,BYD Auto,8703.80,45400.58,294444.65,Shanghai,2025-12-03
NIKE USA INC,Vietnam Manuf Group,8517.12,43765.13,683214.49,Shanghai,2026-01-22
Samsung Electronics ,Shenzhen Plastics Co,8517.12,6975.47,1574848.51,Long Beach,2025-12-07
Yeti Coolers LLC CORP,Vietnam Manuf Group,6404.11,21304.58,236547.0,Long Beach,2025-03-24
Samsung Electronics CORP,Foxconn Technology,3923.10,14923.17,41493.2,Long Beach,2025-04-24
Tesla Motors CORP,Pou Chen Corp,3923.10,42408.59,1790843.65,Los Angeles,2025-12-27
Yeti Coolers LLC INC,Shenzhen Plastics Co,6404.11,34297.19,365761.15,Ho Chi Minh,2026-03-15
Samsung Electronics ,LG Chem,6404.11,11159.64,990794.87,Shenzhen,2026-01-12
Yeti Coolers LLC INC,BYD Auto,3923.10,3267.29,399096.24,Shenzhen,2025-04-21
YETI CUSTOM DOMESTIC ,Shenzhen Plastics Co,8542.31,13044.67,68751.77,Ho Chi Minh,2025-10-27
Samsung Electronics ,TSMC,8517.12,47382.86,1430159.62,Ho Chi Minh,2025-06-07
Yeti Coolers LLC LTD,TSMC,3923.10,13626.74,184868.67,Los Angeles,2025-06-26
Tesla Motors LTD,LG Chem,6404.11,40218.81,1590004.25,Ho Chi Minh,2026-01-24
Apple Inc. ,TSMC,8517.12,27791.94,1018127.6,Rotterdam,2025-12-21
Nike Inc. LTD,Shenzhen Plastics Co,8542.31,42862.25,1971787.57,Shenzhen,2025-12-27
Samsung Electronics ,TSMC,8542.31,29234.21,908562.03,Long Beach,2026-02-18
Yeti Coolers LLC ,Pou Chen Corp,8703.80,37545.82,1761459.88,Ho Chi Minh,2025-03-19
NIKE USA LTD,TSMC,8542.31,48194.23,491163.81,Shanghai,2025-06-11
Apple Inc. LTD,BYD Auto,3923.10,12683.93,55765.96,Ho Chi Minh,2025-10-13
Nike Inc. LTD,Shenzhen Plastics Co,6404.11,36011.78,59661.55,Long Beach,2025-03-24
Apple Inc. INC,Shenzhen Plastics Co,3923.10,27773.02,403321.13,Shenzhen,2025-08-02
Samsung Electronics CORP,Pou Chen Corp,3923.10,47728.84,1600172.0,Los Angeles,2025-03-29
Apple Inc. LTD,Shenzhen Plastics Co,3923.10,26163.22,1810709.72,Shenzhen,2026-02-23
Tesla Motors LTD,TSMC,6404.11,41089.8,1721662.04,Rotterdam,2025-05-03
APPLE OPERATIONS INTL ,LG Chem,8703.80,15915.77,1583039.57,Ho Chi Minh,2025-03-26
